"Name","City","Country","Domes","Status","EPN Inclusion","Station Log","OperationalCentre","TectonicPlate","Latitude","Longitude","Elevation","X","Y","Z","IGS","ITRF2014","IGS14"
"ACOR00ESP","A Coruna","Spain","13434M001","A","1999-09-05","acor00esp_20191202.log","IGE","EURASIAN","43.3644","-8.3989","67.0","4594489.94","-678368.07","4357065.90","","ITRF2014",""
"ADAR00GBR","Aberdaron","United Kingdom","19161M001","A","2017-02-12","adar00gbr_20200224.log","OS","EURASIAN","52.7892","-4.7413","148.4","3852250.00","-319511.00","5056510.00","","",""
"AJAC00FRA","Ajaccio","France","10077M005","A","2000-02-20","ajac00fra_20200123.log","IGN_RGP","EURASIAN","41.9275","8.7626","98.8","4696990.00","723994.00","4239678.00","IGS","ITRF2014","IGS14"
"ALAC00ESP","Alicante","Spain","13433M001","A","1999-09-05","alac00esp_20200326.log","IGE","EURASIAN","38.3389","-0.4812","60.3","5009051.41","-42072.47","3935057.48","","ITRF2014",""
"ALBA00ESP","Albacete","Spain","13452M001","A","2007-09-09","alba00esp_20200326.log","IGE","EURASIAN","38.9779","-1.8564","751.7","4962848.20","-160854.40","3990884.20","","",""
"ALME00ESP","Almeria","Spain","13437M001","A","2001-01-21","alme00esp_20180612.log","IGE","EURASIAN","36.8525","-2.4595","127.5","5105220.29","-219278.78","3804386.86","","ITRF2014",""
"AQUI00ITA","L'Aquila","Italy","12757M001","A","2001-10-14","aqui00ita_20180725.log","ASI","EURASIAN","42.3682","13.3502","713.0","4592507.54","1089876.36","4276392.90","","",""
"ARGI00FRO","Argir, Torshavn","Faroe Islands","10117M002","A","2011-02-27","argi00fro_20170419.log","SDFE","EURASIAN","61.9974","-6.7835","110.2","2981489.90","-354651.39","5608474.89","","ITRF2014",""
"ARIS00GBR","Arisaig","United Kingdom","19190M001","A","2017-02-12","aris00gbr_20190902.log","OS","EURASIAN","56.9096","-5.8494","59.2","3472288.00","-355730.00","5320459.00","","",""
"ARJ600SWE","Arjeplog","Sweden","10428M002","A","2014-06-22","arj600swe_20191105.log","LMV","EURASIAN","66.3180","18.1250","489.7","2441772.83","799272.22","5818730.25","","",""
"AUBG00DEU","Augsburg","Germany","10913M001","A","2016-08-14","aubg00deu_20181128.log","BKG","EURASIAN","48.4213","10.9213","508.7","4164313.50","803525.40","4748474.60","","",""
"AUT100GRC","Thessaloniki","Greece","12619M002","A","2005-04-24","aut100grc_20180416.log","DGS","EURASIAN","40.5668","23.0037","150.0","4466283.50","1896166.75","4126096.68","","ITRF2014",""
"AUTN00FRA","Autun","France","10080M001","A","2005-07-03","autn00fra_20190313.log","IGN_RGP","EURASIAN","46.9538","4.2890","352.9","4349466.00","326196.00","4638521.00","","",""
"AXPV00FRA","Aix En Provence","France","10057M001","A","2010-03-28","axpv00fra_20190313.log","IGN_RGP","EURASIAN","43.4912","5.3332","229.0","4614667.00","430786.00","4367411.00","","",""
"BACA00ROU","Bacau","Romania","11405M001","A","2006-02-12","baca00rou_20200323.log","NACLR","EURASIAN","46.5621","26.9122","219.3","3917525.40","1988523.90","4608585.50","","",""
"BADH00DEU","Bad Homburg","Germany","14288M001","A","2006-05-07","badh00deu_20191029.log","FSW","EURASIAN","50.2280","8.6099","261.3","4042497.93","612081.42","4879251.04","","",""
"BAIA00ROU","Baia Mare","Romania","11406M001","A","2006-02-12","baia00rou_20200323.log","NACLR","EURASIAN","47.6518","23.5577","271.0","3945840.20","1720428.10","4691082.60","","",""
"BAUT00DEU","Bautzen","Germany","14102M001","A","2019-05-05","baut00deu_20200312.log","BKG","EURASIAN","51.1923","14.5217","211.8","3877545.55","1004370.90","4947148.05","","",""
"BBYS00SVK","Banska Bystrica","Slovak Republic","11514M001","A","2007-02-04","bbys00svk_20200117.log","GKU","EURASIAN","48.7518","19.1510","487.4","3980358.80","1382292.10","4772772.00","","",""
"BCLN00ESP","Sant Vicenc dels Horts","Spain","13412M001","A","2015-08-02","bcln00esp_20200326.log","IGE","EURASIAN","41.4054","2.0042","84.7","4788065.00","167551.00","4196355.00","","",""
"BELL00ESP","Bellmunt de Segarra","Spain","13431M001","A","1999-01-31","bell00esp_20190405.log","ICGC","EURASIAN","41.5996","1.4011","852.5","4775849.00","116814.00","4213018.00","","ITRF2014",""
"BISK00CZE","Zlate Hory","Czech Republic","11520M001","A","2005-04-24","bisk00cze_20200219.log","IRSM","EURASIAN","50.2567","17.4286","950.9","3898946.10","1223993.20","4881826.40","","",""
"BOGE00POL","Borowa Gora","Poland","12207M004","A","2019-05-05","boge00pol_20190319.log","IGIK","EURASIAN","52.4752","21.0350","142.3","3633803.40","1397432.40","5035298.60","","",""
"BOGI00POL","Borowa Gora","Poland","12207M003","A","2002-09-22","bogi00pol_20190227.log","IGIK","EURASIAN","52.4750","21.0352","139.9","3633815.70","1397453.90","5035280.80","IGS","",""
"BOGO00POL","Borowa Gora","Poland","12207M002","A","1996-06-30","bogo00pol_20180123.log","IGIK","EURASIAN","52.4759","21.0353","149.6","3633739.30","1397433.90","5035353.30","","ITRF2014",""
"BOLG00ITA","Bologna","Italy","12771M001","A","2005-03-27","bolg00ita_20190326.log","UNIBO","EURASIAN","44.5002","11.3568","99.6","4467541.09","897307.28","4447975.11","","",""
"BOR100POL","Borowiec","Poland","12205M002","A","1995-12-31","bor100pol_20181228.log","SRCPAS","EURASIAN","52.2770","17.0735","124.9","3738358.83","1148173.96","5021816.11","IGS","ITRF2014","IGS14"
"BORJ00DEU","Borkum (Island of Borkum)","Germany","14268M002","A","2006-12-24","borj00deu_20200312.log","BKG","EURASIAN","53.5789","6.6664","53.0","3769403.10","440564.10","5109099.00","","ITRF2014",""
"BORR00ESP","Borriana","Spain","13480M001","A","2007-10-21","borr00esp_20200402.log","ICV","EURASIAN","39.9052","-0.0832","72.9","4899519.31","-7115.81","4069961.42","","",""
"BPDL00POL","Biala Podlaska","Poland","12223M001","A","2008-06-08","bpdl00pol_20190605.log","ASGEUPOS","EURASIAN","52.0353","23.1274","196.7","3615990.00","1544391.00","5005374.00","","",""
"BRMF00FRA","Bron","France","19686M002","A","2015-07-26","brmf00fra_20190313.log","IGN_RGP","EURASIAN","45.7261","4.9384","256.7","4443793.00","383967.20","4544228.60","","",""
"BRST00FRA","Brest","France","10004M004","A","1998-12-06","brst00fra_20200218.log","IGN_RGP","EURASIAN","48.3805","-4.4966","65.5","4231162.00","-332747.00","4745131.00","IGS","ITRF2014","IGS14"
"BRUX00BEL","Brussels","Belgium","13101M010","A","2012-03-11","brux00bel_20200225.log","ROB","EURASIAN","50.7981","4.3586","158.3","4027881.63","306998.54","4919498.98","IGS","ITRF2014","IGS14"
"BSCN00FRA","Besançon","France","10028M007","A","2005-12-18","bscn00fra_20190313.log","IGN_RGP","EURASIAN","47.2469","5.9894","358.6","4314139.00","452626.00","4660703.00","","",""
"BUCU00ROU","Bucuresti","Romania","11401M001","A","1999-02-21","bucu00rou_20170310.log","FSW","EURASIAN","44.4639","26.1257","143.2","4093760.99","2007793.67","4445129.86","IGS","ITRF2014","IGS14"
"BUDP00DNK","Kobenhavn","Denmark","10101M003","A","2003-01-19","budp00dnk_20200402.log","SDFE","EURASIAN","55.7390","12.5000","94.0","3513638.56","778956.19","5248216.25","","ITRF2014",""
"BUTE00HUN","Budapest","Hungary","11209M001","A","2004-10-31","bute00hun_20200129.log","BMEDGS","EURASIAN","47.4809","19.0565","180.9","4081882.42","1410011.13","4678199.42","","",""
"BYDG00POL","Bydgoszcz","Poland","12224M001","A","2008-06-08","bydg00pol_20190830.log","ASGEUPOS","EURASIAN","53.1346","17.9936","104.3","3647217.00","1184604.00","5079625.00","","",""
"BZRG00ITA","Bolzano - Bozen","Italy","12751M001","A","1998-10-25","bzrg00ita_20190409.log","STPOS","EURASIAN","46.4990","11.3368","329.0","4312657.75","864634.31","4603844.05","IGS","",""
"CACE00ESP","Caceres","Spain","13447M001","A","2001-08-19","cace00esp_20191202.log","IGE","EURASIAN","39.4789","-6.3418","437.9","4899866.00","-544567.00","4033773.00","","",""
"CAEN00FRA","Caen","France","19994M001","A","2010-03-28","caen00fra_20190313.log","IGN_RGP","EURASIAN","49.1827","-0.4571","113.7","4177021.00","-33327.00","4803950.00","","",""
"CAG100ITA","Cagliari","Italy","12702M002","A","2016-01-31","cag100ita_20190314.log","DICAAR","EURASIAN","39.2280","9.1101","135.0","4885053.78","783346.33","4012043.34","","",""
"CAKO00HRV","Cakovec","Croatia","11906M001","A","2013-06-16","cako00hrv_20200302.log","SGA","EURASIAN","46.3871","16.4391","222.1","4227250.78","1247280.62","4595193.32","","",""
"CANT00ESP","Santander","Spain","13438M001","A","2001-01-21","cant00esp_20200326.log","IGE","EURASIAN","43.4720","-3.7981","99.3","4625924.68","-307096.78","4365771.15","","ITRF2014",""
"CARG00ESP","Cartagena","Spain","19412M001","A","2015-09-27","carg00esp_20200327.log","IGE","EURASIAN","37.5966","-0.9739","57.3","5059185.52","-85999.15","3870099.23","","",""
"CASC00PRT","Cascais","Portugal","13909S001","A","1998-09-20","casc00prt_20191127.log","DGT","EURASIAN","38.6934","-9.4185","77.1","4917537.87","-815726.53","3965857.98","","ITRF2014",""
"CASE00ESP","Cassa de la Selva","Spain","13494M001","A","2016-07-31","case00esp_20190329.log","ICGC","EURASIAN","41.8829","2.9042","250.6","4749772.00","240959.00","4236095.00","","",""
"CEBR00ESP","Cebreros","Spain","13408M001","A","2010-04-11","cebr00esp_20190925.log","ESOC","EURASIAN","40.4534","-4.3679","775.8","4846664.92","-370195.20","4116929.53","IGS","ITRF2014",""
"CEU100ESP","Ceuta","Spain","13449M002","A","2008-03-09","ceu100esp_20191202.log","IGE","AFRICAN","35.8920","-5.3064","52.5","5150908.02","-478415.02","3718518.24","","ITRF2014",""
"CFRM00CZE","Frydek Mistek","Czech Republic","11525M001","A","2010-03-21","cfrm00cze_20181205.log","ZU","EURASIAN","49.6848","18.3532","373.6","3924573.26","1301971.08","4840464.42","","",""
"CHIO00GBR","Chilbolton","United Kingdom","19194M001","A","2017-02-12","chio00gbr_20200224.log","OS","EURASIAN","51.1490","-1.4383","130.4","4007955.00","-100633.00","4944060.00","","",""
"CHIZ00FRA","Chize","France","10020M001","A","2000-11-26","chiz00fra_20190405.log","LIENSS","EURASIAN","46.1335","-0.4077","113.2","4427603.32","-31506.13","4575621.74","","ITRF2014",""
"CLIB00CZE","Liberec","Czech Republic","11526M001","A","2010-03-21","clib00cze_20181018.log","ZU","EURASIAN","50.7717","15.0599","448.4","3903195.49","1050232.28","4917869.73","","",""
"CNIV00UKR","Chernihiv","Ukraine","15501M001","A","2006-10-29","cniv00ukr_20190902.log","MAO","EURASIAN","51.5189","31.3136","175.9","3397785.21","2066990.56","4969811.58","","",""
"COBA00ESP","Cordoba","Spain","13453M001","A","2005-02-27","coba00esp_20200326.log","IGE","EURASIAN","37.9157","-4.7211","212.8","5021261.40","-414685.50","3898192.70","","",""
"COMO00ITA","Como","Italy","12761M001","A","2004-04-11","como00ita_20190411.log","DICA","EURASIAN","45.8022","9.0956","292.3","4398306.15","704150.02","4550154.78","","",""
"COST00ROU","Constanta","Romania","11407M001","A","2006-02-12","cost00rou_20200323.log","NACLR","EURASIAN","44.1615","28.6575","46.1","4021613.90","2197896.00","4421014.50","","",""
"CPAR00CZE","Pardubice","Czech Republic","11527M001","A","2010-03-21","cpar00cze_20181006.log","ZU","EURASIAN","50.0395","15.7832","283.3","3949919.12","1116467.15","4865832.52","","",""
"CRAK00CZE","Rakovnik","Czech Republic","11528M001","A","2010-03-21","crak00cze_20181120.log","ZU","EURASIAN","50.1024","13.7292","381.9","3982251.40","972921.28","4870394.76","","",""
"CREU00ESP","Cadaques","Spain","13432M001","A","1999-01-31","creu00esp_20190329.log","ICGC","EURASIAN","42.3188","3.3156","132.7","4715420.00","273177.00","4271946.00","","",""
"CTAB00CZE","Tabor","Czech Republic","11529M001","A","2010-03-21","ctab00cze_20181011.log","ZU","EURASIAN","49.4098","14.6802","495.2","4022509.60","1053801.48","4820711.47","","",""
"DARE00GBR","Daresbury","United Kingdom","13208S001","A","2003-07-27","dare00gbr_20200224.log","OS","EURASIAN","53.3448","-2.6405","87.7","3811965.00","-175800.00","5093615.00","","",""
"DELF00NLD","Delft","Netherlands","13502M004","A","1996-02-18","delf00nld_20191026.log","DUT","EURASIAN","51.9861","4.3876","74.4","3924687.74","301132.77","5001910.80","","",""
"DENT00BEL","Dentergem","Belgium","13112M001","A","1996-01-14","dent00bel_20181109.log","ROB","EURASIAN","50.9337","3.3997","63.9","4020711.60","238850.99","4928949.57","","",""
"DEVA00ROU","Deva","Romania","11408M001","A","2006-02-12","deva00rou_20200323.log","NACLR","EURASIAN","45.8784","22.9135","246.7","4097210.90","1731870.20","4556026.60","","",""
"DGOR00MNE","Podgorica","Montenegro","12001M001","A","2019-12-15","dgor00mne_20190930.log","FIST","EURASIAN","42.4175","19.2034","95.0","4453507.16","1551168.23","4280016.17","","",""
"DIEP00DEU","Diepholz","Germany","14287M001","A","2016-08-14","diep00deu_20200312.log","BKG","EURASIAN","52.5881","8.3422","81.7","3842153.21","563401.58","5042888.38","","",""
"DILL00DEU","Dillingen","Germany","14286M001","A","2016-08-14","dill00deu_20191114.log","BKG","EURASIAN","49.3716","6.6997","227.6","4132892.48","485479.06","4817740.36","","",""
"DLF100NLD","Delft","Netherlands","13502M009","A","2015-09-27","dlf100nld_20191026.log","DUT","EURASIAN","51.9860","4.3875","75.8","3924697.94","301124.89","5001905.15","IGS","",""
"DNMU00UKR","Dnipro","Ukraine","12369M001","A","2017-02-19","dnmu00ukr_20191108.log","MAO","EURASIAN","48.4551","35.0627","174.6","3468976.75","2434669.44","4750720.19","","",""
"DOUR00BEL","Dourbes","Belgium","13113M001","A","1996-01-14","dour00bel_20190911.log","ROB","EURASIAN","50.0949","4.5950","282.7","4086778.26","328451.86","4869782.54","","",""
"DRAG00ISR","Metzoki dragot","Israel","20710S001","A","2000-11-26","drag00isr_20190203.log","SOI","AFRICAN","31.5932","35.3921","31.8","4432980.66","3149432.09","3322110.44","IGS","ITRF2014","IGS14"
"DUB200HRV","Dubrovnik","Croatia","11901M002","A","2013-06-16","dub200hrv_20200213.log","SGA","EURASIAN","42.6500","18.1104","453.2","4465939.00","1460594.00","4299291.00","","",""
"DUTH00GRC","Xanthi","Greece","12621M001","A","2009-02-22","duth00grc_20160303.log","DGS","EURASIAN","41.1402","24.9168","109.2","4362689.88","2026647.97","4174234.22","","",""
"DYNG00GRC","DIONYSOS","Greece","12602M006","A","2013-10-20","dyng00grc_20191223.log","CNES","EURASIAN","38.0786","23.9324","510.6","4595220.02","2039434.09","3912625.99","IGS","ITRF2014",""
"EBRE00ESP","Roquetes","Spain","13410M001","A","1996-10-13","ebre00esp_20190621.log","ICGC","EURASIAN","40.8209","0.4924","107.3","4833520.00","41536.00","4147461.00","IGS","ITRF2014","IGS14"
"EDIN00GBR","Edinburgh","United Kingdom","13217S001","A","2017-02-12","edin00gbr_20200224.log","OS","EURASIAN","55.9248","-3.2948","118.6","3575928.00","-205860.00","5259853.00","","ITRF2014",""
"EGLT00FRA","Egletons","France","10032M001","A","2005-07-03","eglt00fra_20190313.log","IGN_RGP","EURASIAN","45.4034","2.0520","667.0","4483373.66","160636.51","4519408.93","","",""
"EIJS00NLD","Eijsden","Netherlands","13533M001","A","1999-06-20","eijs00nld_20190916.log","DUT","EURASIAN","50.7582","5.6836","103.8","4023086.53","400394.88","4916655.32","","",""
"ELBA00ITA","San Piero Campo Nell'Elba - Elba","Italy","12721M002","A","2001-10-14","elba00ita_20180725.log","ASI","EURASIAN","42.7529","10.2111","269.5","4616531.67","831568.43","4307569.07","","",""
"ENAO00PRT","Santa Cruz da Graciosa","Portugal","31902M005","A","2020-03-29","enao00prt_20200227.log","GFZ","EURASIAN","39.0912","-28.0260","91.9","4375732.62","-2329166.96","4000238.27","IGS","",""
"ENIS00GBR","Enniskillen","United Kingdom","13246M001","A","2009-03-15","enis00gbr_20190613.log","OSNI","EURASIAN","54.3954","-7.6449","107.3","3688504.10","-495090.78","5162577.25","","",""
"ENTZ00FRA","Entzheim","France","10014M002","A","2005-07-03","entz00fra_20190313.log","IGN_RGP","EURASIAN","48.5494","7.6399","203.1","4192710.00","562398.00","4757685.00","","",""
"ESCO00ESP","Naut Aran","Spain","13435M001","A","1999-09-05","esco00esp_20190621.log","ICGC","EURASIAN","42.6936","0.9757","2507.8","4696265.00","79978.00","4304244.00","","ITRF2014",""
"EUSK00DEU","Euskirchen","Germany","14258M003","A","1998-08-30","eusk00deu_20190201.log","FSW","EURASIAN","50.6741","6.7635","245.3","4022106.37","477010.95","4910840.64","","",""
"FFMJ00DEU","Frankfurt / Main","Germany","14279M001","A","2019-12-15","ffmj00deu_20200312.log","BKG","EURASIAN","50.0906","8.6650","178.2","4053455.99","617729.53","4869395.62","IGS","",""
"FINS00FIN","Finstrom","Finland","10523M001","A","2017-03-19","fins00fin_20191028.log","FGI","EURASIAN","60.2291","19.9513","53.4","2984444.50","1083375.68","5513243.09","","",""
"FLRS00PRT","Santa Cruz das Flores","Portugal","31907M001","A","2008-08-31","flrs00prt_20191212.log","DGT","NORTH AMERICAN","39.4538","-31.1264","79.9","4221530.01","-2549242.33","4031397.80","IGS","ITRF2014","IGS14"
"FOYL00GBR","Londonderry","United Kingdom","13241M001","A","2009-03-15","foyl00gbr_20190304.log","OSNI","EURASIAN","54.9838","-7.3367","68.9","3638083.50","-468414.90","5200402.30","","ITRF2014",""
"FUNC00PRT","Funchal","Portugal","13911S001","A","2008-07-06","func00prt_20191212.log","DGT","AFRICAN","32.6479","-16.9076","78.5","5143339.43","-1563412.87","3421191.44","IGS","ITRF2014","IGS14"
"GAIA00PRT","Gaia","Portugal","13902M001","A","2001-02-11","gaia00prt_20191128.log","DGT","EURASIAN","41.1060","-8.5891","287.8","4759095.62","-718818.80","4171491.32","","ITRF2014",""
"GANP00SVK","Ganovce - Poprad","Slovak Republic","11515M001","A","2003-11-16","ganp00svk_20200117.log","GKU","EURASIAN","49.0347","20.3229","746.0","3929181.50","1455236.80","4793653.90","IGS","ITRF2014","IGS14"
"GARI00ITA","Porto Garibaldi","Italy","19517M001","A","2009-11-08","gari00ita_20190416.log","ENDIF","EURASIAN","44.6769","12.2494","48.2","4439514.00","963867.00","4461922.00","","ITRF2014",""
"GDRS00UKR","Gorodok","Ukraine","15595M001","A","2019-04-14","gdrs00ukr_20181105.log","MAO","EURASIAN","50.5984","29.4465","196.9","3532701.78","1994351.36","4905461.56","","",""
"GELL00DEU","Gellin","Germany","10908M001","A","2016-08-14","gell00deu_20191105.log","BKG","EURASIAN","53.4503","14.3212","75.3","3688288.60","941586.30","5100607.85","","",""
"GENO00ITA","Genova","Italy","12712M002","A","1998-11-29","geno00ita_20180725.log","ASI","EURASIAN","44.4194","8.9211","153.5","4507890.27","707618.97","4441603.01","IGS","ITRF2014",""
"GLSV00UKR","Kiev","Ukraine","12356M001","A","1998-05-10","glsv00ukr_20190627.log","MAO","EURASIAN","50.3642","30.4967","226.8","3512889.29","2068980.65","4888903.26","IGS","ITRF2014","IGS14"
"GOP600CZE","Ondrejov","Czech Republic","11502M006","A","2015-07-05","gop600cze_20200219.log","GOP","EURASIAN","49.9137","14.7856","592.6","3979319.62","1050311.94","4857064.38","IGS","",""
"GOPE00CZE","Ondrejov","Czech Republic","11502M002","A","1995-12-31","gope00cze_20200325.log","GOP","EURASIAN","49.9137","14.7856","592.6","3979316.13","1050312.48","4857067.11","IGS","ITRF2014",""
"GOR200DEU","Gorleben","Germany","14115M002","A","2016-08-14","gor200deu_20190326.log","BKG","EURASIAN","53.0497","11.3496","61.9","3767160.11","756145.21","5073920.13","","",""
"GRAC00FRA","Caussols","France","10002M010","A","2015-11-08","grac00fra_20190313.log","IGN_RGP","EURASIAN","43.7545","6.9208","1319.8","4581708.63","556132.23","4389340.93","IGS","",""
"GRAS00FRA","Caussols","France","10002M006","A","1995-12-31","gras00fra_20190220.log","CNES","EURASIAN","43.7547","6.9206","1319.3","4581690.81","556114.97","4389360.88","IGS","ITRF2014","IGS14"
"GRAZ00AUT","Graz","Austria","11001M002","A","1995-12-31","graz00aut_20200224.log","BEV","EURASIAN","47.0671","15.4935","538.3","4194424.12","1162702.46","4647245.19","IGS","ITRF2014","IGS14"
"GSR100SVN","Ljubljana","Slovenia","14501M001","A","2001-02-25","gsr100svn_20190402.log","SMA","EURASIAN","46.0481","14.5437","351.7","4292609.81","1113638.99","4569215.39","","",""
"GUIP00FRA","Guipavas","France","10004M501","A","2005-07-03","guip00fra_20200203.log","IGN_RGP","EURASIAN","48.4446","-4.4118","154.7","4226392.77","-326080.30","4749929.35","","ITRF2014",""
"GWWL00POL","Gorzow Wielkopolski","Poland","12225M001","A","2008-06-08","gwwl00pol_20190830.log","ASGEUPOS","EURASIAN","52.7380","15.2052","127.4","3734526.00","1015013.00","5053043.00","","",""
"HAS600SWE","Hassleholm","Sweden","10429M002","A","2014-09-28","has600swe_20191105.log","LMV","EURASIAN","56.0922","13.7180","114.4","3464660.83","845747.15","5270269.15","","",""
"HEL200DEU","Helgoland Island","Germany","14264M002","A","2016-08-14","hel200deu_20190520.log","BKG","EURASIAN","54.1863","7.8765","92.1","3705183.20","512589.50","5148980.60","","",""
"HELG00DEU","Helgoland Island","Germany","14264M001","A","1999-11-28","helg00deu_20200312.log","BKG","EURASIAN","54.1745","7.8931","48.3","3706067.27","513803.75","5148174.30","","ITRF2014",""
"HERS00GBR","Hailsham","United Kingdom","13212M007","A","1996-01-14","hers00gbr_20200220.log","NSGF","EURASIAN","50.8673","0.3362","76.5","4033471.33","23667.86","4924300.35","IGS","ITRF2014","IGS14"
"HERT00GBR","Hailsham","United Kingdom","13212M010","A","2003-08-17","hert00gbr_20150921.log","NSGF","EURASIAN","50.8675","0.3344","83.3","4033461.04","23537.66","4924318.17","IGS","ITRF2014","IGS14"
"HETT00FIN","Hetta","Finland","10524M001","A","2018-09-30","hett00fin_20191028.log","FGI","EURASIAN","68.4067","23.6653","403.7","2156252.69","944971.33","5908310.84","","",""
"HOBU00DEU","Hohenbuenstorf, Eschenberg","Germany","14202M003","A","2000-06-11","hobu00deu_20190619.log","FSW","EURASIAN","53.0506","10.4763","152.2","3778220.10","698635.22","5074054.03","","",""
