#StationName,X,Y,Z,Latitude,Longitude,Height,ReceiverName,ReceiverSatelliteSystem,ReceiverDateInstalled,AntennaName,AntennaRadome,AntennaSerialNumber,AntennaARP,AntennaMarkerUp,AntennaMarkerNorth,AntennaMarkerEast,AntennaDateInstalled,ClockType
IENG00ITA,4476537.4,600431.46,4488761.34,45.015,7.639,317.049,SEPT POLARX4TR,GPS+GLO+GAL+BDS+SBAS,2019-07-19T11:30Z,SEPCHOKE_MC,NONE,5261,BAM,0,0,0,2019-04-11T07:05Z,EXTERNAL H-MASER
IISC00IND,1337936.455,6070317.1261,1427876.7852,13.021,77.57,844.117,SEPT POLARX5,GPS+GLO+GAL+BDS+QZSS+IRNSS,2021-01-29T19:43Z,ASH701945E_M,NONE,CR6200548032,BPA,0.078,0,0,2008-07-10T00:00Z,INTERNAL
INEG00MEX,-1260435.67,-5788547.37,2360340.12,21.856,-102.284,1888.498,TRIMBLE ALLOY,GPS+GLO+GAL+BDS,2021-05-17T16:00Z,TRM115000.00,NONE,60413G0087,BAM,0.067,0,0,2021-05-17T16:00Z,INTERNAL
INVK00CAN,-1628432.02,-1714393.06,5903844.73,68.306,-133.527,46.813,TRIMBLE NETR9,GPS,2017-11-17T20:27Z,ASH701945C_M,SCIS,CR620010805,BPA,0.1,0,0,2003-08-21T15:30Z,INTERNAL
IQAL00CAN,1036001.02,-2631455.56,5697819.69,63.756,-68.51,92.142,TPS NET-G3A,GPS+GLO,2017 p6,5,2019-03-22T14:29Z,TPSCR.G3,NONE,383-0408,BPA,0.05,0,0
IQQE00CHL,2034208,-5629172,-2196142,-20.274,-70.132,39.003,TRIMBLE NETR9,GPS,2021-08-08T00:00Z,ASH700936D_M,SNOW,12470,BPA,0,0,0,2002-01-01T00:01Z,INTERNAL 
IRKJ00RUS,-968328.35,3794426.541,5018167.196,52.219,104.316,502.409,JPS LEGACY,GPS+GLO,2007,0,2007-10-31,JPSREGANT_SD_E1,NONE,RA0225,BPA,0.128,0,0
IRKM00RUS,-968332.3889,3794425.4087,5018167.7058,52.219,104.316,502.752,JAVAD TRE_G3TH DELTA,GPS+GLO,2020,0,2020-07-13T09:00Z,AOAD/M_T,NONE,178,BPA,0.128,0,0
ISBA00IRQ,3808364.974,3734430.116,3485693.39,33.341,44.438,72.791,TRIMBLE NETR5,GPS+GLO,2020-05-20,TRM57971.00,NONE,30763366,BAM,0,0,0,2011-10-05,INTERNAL
ISHI00JPN,-3959648.7541,3296836.3371,3747005.5756,36.209,140.219,156.249,TRIMBLE ALLOY,GPS+GLO+GAL+QZSS,2021-08-16T11:00Z,TRM59800.00,SCIS,5204354380,BPA,0,0,0,2016-04-25,EXTERNAL H-MASER
ISPA00CHL,-1881703.507,-5359979.772,-2890599.259,-27.125,-109.344,112.906,ASHTECH UZ-12,GPS,2007-06-03T06:00Z,ASH701945E_M,SCIT,CR620024321,BPA,0.0083,0,0,2012-10-05T00:00Z,INTERNAL
ISTA00TUR,4208830.46,2334850.14,4171267.18,41.104,29.019,147.665,LEICA GR25,GPS+GLO+GAL+BDS+SBAS,2021-05-26T08:05Z,LEIAR25.R4,LEIT,726339,BPA,0.061,0,0,2016-05-09T07:00Z,INTERNAL
IZMI00TUR,4456584.236,2278765.506,3939930.889,38.395,27.082,75.322,TRIMBLE NETR5,GPS+GLO+SBAS,2018-10-17T11:00Z,TRM55971.00,NONE,30763420,BAM,0.087,0,0,2008-08-10T00:00Z,INTERNAL
JCTW00ZAF,5023564.462,1677795.751,-3542025.865,-33.951,18.469,84.013,TRIMBLE NETR9,GPS+GLO+GAL+BDS,2015-08-28T00:00Z,TRM59800.00,SCIS,31053932,BPA,0,0,0,2014-02-18T00:00Z,INTERNAL
JDPR00IND,1671950.8578,5476891.3303,2799675.5722,26.206,73.024,167.703,TRIMBLE ALLOY,GPS+GLO+GAL+BDS,2021-06-18T04:14Z,LEIAT504GG,NONE,200337,BPA,0.14,0,0,2020-12-19T10:00Z,defaultdict(<function rec_dd at 0x7f349ce211e0>
JFNG00CHN,-2279828.8292,5004706.5483,3219777.4684,30.516,114.491,71.739,TRIMBLE ALLOY,GPS+GLO+GAL+BDS+QZSS+SBAS+IRNSS,2020-09-17T03:12Z,TRM59800.00,NONE,5116354160,BPA,0,0,0,2012-10-10T00:00Z,INTERNAL
JNAV00VNM,-1626346.47,5730605.79,2271881.48,21.005,105.844,35.275,TRIMBLE NETR9,GPS+GLO+GAL+BDS+QZSS,2015-10-29T00:00Z,JAVRINGANT_DM,SCIS,489,BPA,0,0,0,2014-05-13T00:00Z,INTERNAL
JOG200IDN,-2200208.0871,5924895.6273,-855929.2334,-7.764,110.372,174.776,JAVAD TRE_G3TH DELTA,GPS+GLO+GAL+QZSS,2020-11-11T12:39Z,JAV_RINGANT_G3T,NONE,323,BAM,0.1206,0,0,2013-02-06T00:00Z,INTERNAL
JOZ200POL,3664881,1409190,5009618,52.098,21.032,152.696,TRIMBLE NETR9,GPS+GLO+GAL+BDS+QZSS,2021-07-30T12:00Z,TRM59800.00,NONE,5516356133,BPA,0,0,0,2019-03-22T15:30Z,INTERNAL
JOZE00POL,3664940.5,1409153.59,5009571.17,52.097,21.032,141.834,SEPT POLARX5,GPS+GLO+GAL+BDS+QZSS+IRNSS+SBAS,2021-07-30T13:02Z,SEPCHOKE_B3E6,NONE,5081,BPA,0.198,0,0,2018-10-25T16:49Z,INTERNAL
JPLM00USA,-2493304.6796,-4655215.1032,3565497.5918,34.205,-118.173,424.456,SEPT POLARX5,GPS+GLO+GAL+BDS,2021-02-02T21:30Z,AOAD/M_T,NONE,422,BPA,0.061,0,0,1994-06-14T00:00Z,INTERNAL
JPRE00ZAF,5064032.232,2724721.054,-2752950.721,-25.732,28.283,1387.738,TRIMBLE NETR9,GPS+GLO+GAL+BDS,2015-12-04T00:00Z,TRM59800.00,SCIS,5037353945,BPA,0,0,0,2015-12-04T00:00Z,INTERNAL
KARR00AUS,-2713833.2672,5303935.1068,-2269513.7525,-20.981,117.097,109.543,SEPT POLARX5,GPS+GLO+GAL+BDS+QZSS+IRNSS,2021-12-02T00:43Z,TRM59800.00,NONE,5038353985,BPA,0.0005,0,0,2013-09-11T00:00Z,INTERNAL
KAT100AUS,-4147413.8151,4581462.5866,-1573359.0833,-14.376,132.153,184.691,SEPT POLARX5,GPS+GLO+GAL+BDS+IRNSS,2021-08-11T08:18Z,LEIAR25.R3,LEIT,9310015,BPA,0,0,0,2010-03-13T00:00Z,INTERNAL
KERG00ATF,1406337,3918161,-4816167,-49.351,70.256,73.049,TRIMBLE NETR9,GPS+GLO+GAL+BDS+SBAS,2020-05-25T16:05Z,ASH701945E_M,SNOW,CR6200539022,BPA,0.42,0,0,2008-09-05T11:40Z,INTERNAL
KGNI00JPN,-3941949.165,3368156.343,3702214.825,35.71,139.488,123.949,JAVAD TRE_G3TH DELTA,GPS+GLO+GAL+QZSS+SBAS,2021-10-18T09:59Z,JAVRINGANT_DM,SCIS,484,BPA,0,0,0,2021-10-18T09:59Z,EXTERNAL H-MASER
KHAR00UKR,3312984.369,2428203.401,4863307.795,50.005,36.239,201.447,NOV OEMV3,GPS+GLO,2015-07-20T09:50Z,NOV702GG,NONE,70119,BAM,0,0,0,2015-03-23T12:30Z,INTERNAL
KIR000SWE,2248123.504,865686.533,5886425.594,67.878,21.06,498.413,SEPT POLARX5,GPS+GLO+GAL+BDS+QZSS+SBAS,2019-11-06T16:40Z,JNSCR_C146-22-1,OSOD,368,BPA,0.071,0,0,2016-08-23T08:00Z,INTERNAL
KIR800SWE,2248127.371,865685.468,5886424.301,67.878,21.06,498.43,TRIMBLE ALLOY,GPS+GLO+GAL+BDS+QZSS+SBAS,2020-06-17T13:00Z,LEIAR25.R3,LEIT,9030016,BPA,0.003,0,0,2011-08-12,INTERNAL
KIRI00KIR,-6327822.4922,785604.1018,149769.0463,1.355,172.923,36.59,TRIMBLE NETR9,GPS+GLO+GAL+BDS+QZSS,2020-03-03T00:38Z,TRM59800.00,NONE,5421355010,BPA,0.0038,0,0,2015-04-28T00:00Z,INTERNAL
KIRU00SWE,2251420.999,862817.095,5885476.564,67.857,20.968,391.348,SEPT POLARX5,GPS+GLO+GAL+BDS+QZSS+SBAS,2021-01-19T13:00Z,SEPCHOKE_B3E6,SPKE,5651,BPA,0.062,0,0,2019-11-12T11:30Z,EXTERNAL CESIUM
KIT300UZB,1944944.8306,4556652.418,4004326.1235,39.135,66.885,623.025,SEPT ASTERX4,GPS+GLO+GAL+BDS+QZSS+IRNSS+SBAS,2021-01-20T11:24Z,SEPCHOKE_B3E6,NONE,5478,BPA,0.1206,0,0,2020-08-28T06:00Z,INTERNAL
KITG00UZB,1944879.726,4556783.77,4004205.937,39.133,66.887,621.054,SEPT POLARX5,GPS+GLO+GAL+BDS+QZSS+SBAS+IRNSS,2021-01-26T09:26Z,TRM59800.00,SCIS,5225354540,BPA,2.0374,0.0003,0,2016-06-18T00:00Z,INTERNAL
KMNM00TWN,-2761837.8555,5110347.1476,2625150.8677,24.464,118.389,49.493,TRIMBLE ALLOY,GPS+GLO+GAL+BDS+QZSS+SBAS,2021-09-16T00:00Z,TPSCR3_GGD,CONE,217-03333,BPA,0,0,0,2009-01-01T00:00Z,INTERNAL
KOKB00USA,-5543838.3609,-2054586.6103,2387810.1225,22.126,-159.665,1167.93,SEPT POLARX5TR,GPS+GLO+GAL+BDS+QZSS,2021-02-03T23:15Z,ASH701945G_M,NONE,CR6200342010,BPA,0.0614,0,0,2021-03-25T00:00Z,EXTERNAL H-MASER
KOKV00USA,-5543838.3609,-2054586.6103,2387810.1225,22.126,-159.665,1167.93,JAVAD TRE_G3TH DELTA,GPS+GLO+BDS+QZSS,2021-07-29T22:31Z,ASH701945G_M,NONE,CR6200342010,BPA,0.0614,0,0,2021-03-25T00:00Z,EXTERNAL H-MASER
KOS100NLD,3899613.948,397361.592,5014738.666,52.173,5.818,105.235,SEPT POLARX5E,GPS+GLO+GAL+BDS+QZSS+IRNSS+SBAS,2020-09-21T12:15Z,LEIAR25.R3,LEIT,10050009,BPA,0.13,0,0,2013-05-23T00:00Z,INTERNAL
KOST00KAZ,1701038.957,3427939.4424,5085671.495,53.225,63.608,159.701,LEICA GR10,GPS+GLO+GAL+SBAS,2020-08-01T17:16Z,LEIAR25.R4,LEIT,10471009,BPA,0,0,0,2018-06-05T00:00Z,INTERNAL
KOUC00NCL,-5751222.662,1617967.645,-2225744.218,-20.559,164.287,84.58,TRIMBLE NETR9,GPS+GLO+QZSS+GAL+BDS,2022-01-24T02:38Z,TRM57971.00,TZGD,1440921127,BAM,0,0,0,2009-11-17T00:00Z,INTERNAL
KOUG00GUF,3855263,-5049731,563040,5.098,-52.64,106.614,SEPT POLARX5TR,GPS+GLO+GAL+BDS+SBAS,2021-01-26T14:03Z,LEIAR25.R3,LEIT,10180007,BPA,0,0,0,2013-03-25T14:37Z,EXTERNAL CESIUM
KOUR00GUF,3839591.447,-5059567.538,579956.867,5.252,-52.806,-25.362,SEPT POLARX5,GPS+GLO+GAL+BDS+SBAS,2021-01-19T13:00Z,SEPCHOKE_B3E6,NONE,5653,BPA,0.095,0,0,2019-10-09T20:00Z,EXTERNAL H-MASER
KRGG00ATF,1406336.2099,3918154.6213,-4816172.8453,-49.352,70.256,73.4,TRIMBLE ALLOY,GPS+GLO+GAL+BDS+QZSS+SBAS+IRNSS,2020-05-18T07:20Z,LEIAR25.R4,LEIT,10301029,BPA,1.0332,0.0004,0.0034,2017-02-02T10:58Z,INTERNAL
KRS100TUR,3542999.668,3314720.171,4129002.589,40.588,43.093,1812.124,TRIMBLE NETR5,GPS+GLO+SBAS,2018-10-17T11:00Z,TRM55971.00,TZGD,30569131,BAM,0.087,0,0,2008-09-27T00:00Z,INTERNAL
KSU100USA,-570504.689,-4923591.018,4001208.4839,39.101,-96.609,326.013,SEPT POLARX5,GPS+GLO+GAL+BDS,2021-09-28T19:01Z,TRM59800.99,SCIT,4622A15590,BPA,0.0083,0,0,2021-03-18T18:03Z,INTERNAL
KUJ200CAN,773263.38,-3557025.2,5219841.77,55.29,-77.735,9.074,SEPT POLARX5,GPS+GLO+GAL,2019-06-14T00:00Z,AOAD/M_T_RFI_T,NONE,285,BPA,0.05,0,0,2019-06-14T00:00Z,INTERNAL
KZN200RUS,2352345.7,2717466.1,5251458.5,55.791,49.119,94.113,TRIMBLE ALLOY,GPS+GLO+GAL+BDS+QZSS+SBAS+IRNSS,2021-06-08T06:43Z,TRM59800.00,SCIS,5106354023,BPA,0.075,,,2012-02-24T00:00Z,INTERNAL 
LAE100PNG,-5312857.053,3451108.016,-736322.743,-6.674,146.993,140.728,ASHTECH UZ-12,GPS,2013-09-01T00:00Z,ASH700936A_M,NONE,12486,BPA,0.011,0,0,1997-07-28T00:00Z,INTERNAL 
LAMA00POL,3524523,1329693,5129846,53.892,20.67,187.09,LEICA GR50,GPS+GLO+GAL+BDS+QZSS+SBAS,2022-02-17T13:00Z,LEIAR20,LEIM,794207,BAM,0,0,0,2022-02-17T13:00Z,INTERNAL
LAUT00FJI,-6075194.5,270924,-1917189.6,-17.609,177.447,90.074,SEPT POLARX5,GPS+BDS+GLO+QZSS+GAL+IRNSS,2021-08-04T05:42Z,JAVRINGANT_DM,NONE,682,BPA,0.0015,0,0,2017-03-17T00:00Z,INTERNAL
LBCH00USA,-2507798.7984,-4676369.6918,3526890.8008,33.788,-118.203,-27.167,SEPT POLARX5,GPS+GLO+GAL+SBAS,2020-07-25T00:46Z,TWIVC6150,SCIS,VC6150L1909270024,BPA,0,0,0,2019-11-07T23:00Z,INTERNAL
LCK300IND,894676.3053,5620593.4735,2869571.0496,26.912,80.956,64.576,TRIMBLE ALLOY,GPS+GLO+GAL+BDS+QZSS+SBAS+IRNSS,2020-08-24T17:30Z,LEIAR25.R3,LEIT,9380001,BPA,0.1,0,0,2014-08-20T11:24Z,EXTERNAL PASSIVE HYDROGEN MASER
LCK400IND,894678.4718,5620595.0084,2869567.4303,26.912,80.956,64.594,TRIMBLE ALLOY,GPS+GLO+GAL+BDS+QZSS+SBAS+IRNSS,2020-08-24T16:40Z,LEIAR25.R3,LEIT,9440006,BPA,0.1,0,0,2014-08-20T11:23Z,EXTERNAL Passive Hydrogen Maser
LEIJ00DEU,3898736.2,855345.5,4958372.6,51.354,12.374,178.861,JAVAD TRE_3 DELTA,GPS+GLO+GAL+BDS+SBAS,2021-08-31T09:45Z,LEIAR25.R4,LEIT,10211018,BPA,0.045,0,0,2019-08-12T07:50Z,INTERNAL
LHAZ00CHN,-106943.5,5549296.14,3139212.6,29.657,91.104,3646.671,LEICA GR25,GPS+GLO+GAL+BDS+SBAS,2021-05-21T11:15Z,LEIAR25.R4,LEIT,8430006,BPA,0.133,0,0,2016-03-16T12:00Z,INTERNAL
LICC00GBR,3978703.569,-12141.038,4968417.218,51.5,-0.175,89.084,CHC P5E,GPS+GLO+GAL+BDS+SBAS,2020-01-08,CHCC220GR2,CHCD,2004010012,BPA,0.105,0,0,2019-09-10,INTERNAL
LLAG00ESP,5384906.53,-1576770.73,3023828.01,28.482,-16.321,623.236,JAVAD TRE_G2T DELTA,GPS+GAL+SBAS,2020-12-07T13:15Z,TRM57971.00,NONE,31050629,BAM,0,0,0,2010-05-27T07:30Z,INTERNAL
LMMF00MTQ,2993387.952,-5399363.731,1596748.042,14.595,-60.996,-26.566,TRIMBLE ALLOY,GPS+GLO+GAL+BDS+SBAS,2020-09-30T15:30Z,TRM57971.00,NONE,5311118262,BAM,0,0,0,2013-06-24T13:00Z,INTERNAL
LPAL00ESP,5326648,-1719828,3052056,28.764,-17.894,2207.444,LEICA GRX1200GGPRO,GPS+GLO,2013-05-14T11:07Z,LEIAT504GG,NONE,200625,BPA,0,0,0,2008-07-09T10:00Z,INTERNAL
LPGS00ARG,2780102.9896,-4437418.9149,-3629404.5253,-34.907,-57.932,30.286,JAVAD TRE_3,GPS+GLO+GAL+BDS,2021-06-24T07:37Z,JAV_RINGANT_G3T,NONE,349,BAM,0.069,0,0,2021-05-12T15:45Z,INTERNAL
LROC00FRA,4424632.8,-94175.5,4577543.9,46.159,-1.219,58.323,LEICA GR25,GPS+GLO+GAL+SBAS,2019-04-17T09:37Z,ASH701945B_M,NONE,CR620013801,BPA,0,0,0,2001-11-23T00:00Z,INTERNAL
M0SE00ITA,4642432.5,1028629.4,4236854.2,41.893,12.493,120.979,LEICA GR25,GPS+GLO+GAL+BDS+SBAS,2020-03-23T16:00Z,LEIAR25.R4,LEIT,725219,BPA,0,0,0,2012-04-13,EXTERNAL RUBIDIUM
MAC100AUS,-3464038.4875,1334172.7432,-5169224.4229,-54.5,158.936,-6.259,SEPT POLARX5,GPS+GLO+GAL+BDS+QZSS+IRNSS,2021-08-10T00:02Z,JAVRINGANT_DM,SCIS,1514,BPA,0.053,0,0,2016-11-29T04:00Z,INTERNAL
MAD200ESP,4849202.3989,-360328.9943,4114913.1884,40.429,-4.25,829.885,ASHTECH Z-XII3T,GPS,2004-11-29T22:50Z,AOAD/M_T,NONE,451-U,BPA,0.0254,0,0,2003-11-11T13:30Z,EXTERNAL H-MASER
MADR00ESP,4849202.394,-360328.9929,4114913.1862,40.429,-4.25,829.879,JAVAD TRE_G3TH DELTA,GPS+GLO+GAL+QZSS,2021-07-15T22:34Z,AOAD/M_T,NONE,451-U,BPA,0.0254,0,0,2003-11-11T13:30Z,EXTERNAL H-MASER
MAG000RUS,-2825810.152,1581233.0113,5477005.6213,59.576,150.77,362.368,ASHTECH Z-XII3,GPS,2011-07-06T00:00Z,ASH700936D_M,JPLA,13078,BPA,0.08,,,1997-11-12,INTERNAL
MAJU00MHL,-6257572.5057,950332.3662,785215.1556,7.119,171.365,34.252,SEPT POLARX4TR,GPS+GLO+GAL+BDS+QZSS,2017-04-27T00:00Z,JAVRINGANT_DM,NONE,1513,BPA,0.0016,0,0,2015-06-10T00:00Z,INTERNAL
MAL200KEN,4865385.694,4110717.189,-331137.637,-2.996,40.194,-20.507,SEPT POLARX5,GPS+GLO+GAL+BDS+SBAS,2021-01-19T12:00Z,LEIAR25.R4,NONE,725234,BPA,0,0,0,2013-04-04T12:00Z,INTERNAL 
MANA00NIC,407981.838,-6222925.713,1333528.967,12.149,-86.249,71.444,TRIMBLE NETR9,GPS,2019-04-05T21:00Z,TRM59800.99,NONE,220191257,BPA,0,0,0,2020-02-04T18:15Z,INTERNAL
MAR600SWE,2998189.713,931451.589,5533398.473,60.595,17.259,75.818,SEPT POLARX5,GPS+GLO+GAL+BDS+IRNSS+SBAS,2019-11-04T10:30Z,AOAD/M_T,OSOD,221,BPA,0.071,0,0,2019-08-02T09:00Z,INTERNAL
MAR700SWE,2998198.758,931449.71,5533392.638,60.595,17.258,74.701,TRIMBLE ALLOY,GPS+GLO+GAL+BDS+SBAS,2020-06-17T13:00Z,LEIAR25.R3,LEIT,9040009,BPA,0.003,0,0,2011-04-27,INTERNAL
MARS00FRA,4630532.8,433946.1,4350142.6,43.279,5.354,62.162,LEICA GR50,GPS+GLO+GAL+BDS+SBAS,2022-02-11T11:00Z,TRM57971.00,NONE,5311118232,BAM,0.07,0,0,2012-09-26T13:00Z,INTERNAL
MAS100ESP,5439192.263,-1522055.61,2953454.72,27.764,-15.633,197.57,SEPT POLARX5,GPS+GLO+GAL+BDS+SBAS,2021-01-19T12:00Z,LEIAR25.R4,NONE,725055,BPA,0.033,0,0,2012-06-18T14:20Z,EXTERNAL CESIUM
MAT100ITA,4641951.507,1393053.602,4133280.821,40.649,16.705,534.947,LEICA GR30,GPS+GLO+GAL+BDS+SBAS,2018-07-25T08:15Z,LEIAR20,NONE,19203021,BAM,0,0,0,2017-07-05T14:15Z,INTERNAL
MATE00ITA,4641949.709,1393045.298,4133287.333,40.649,16.704,536.072,LEICA GR30,GPS+GLO+GAL+BDS+SBAS,2020-04-17T13:15Z,LEIAR20,NONE,19203002,BAM,0.101,0,0,2017-07-04T09:30Z,EXTERNAL H_MASER
MATG00ITA,4641953.035,1393063.547,4133279.589,40.649,16.705,537.424,LEICA GR10,GPS+GLO+GAL+BDS+SBAS,2020-03-26T09:45Z,LEIAR25,NONE,9300006,BPA,0,0,0,2012-01-30T14:00Z,INTERNAL
MAUI00USA,-5466069,-2404328,2242127,20.707,-156.257,3062.426,TRIMBLE NETRS,GPS,2015-02-27T22:05Z,ASH700936D_M,SNOW,12610,BPA,0,,,1999-01-01T00:00Z,INTERNAL
MAW100ATA,1111287.138,2168911.297,-5874493.644,-67.605,62.871,59.633,SEPT POLARX5,GPS+GLO+GAL+BDS+QZSS+IRNSS,2021-08-13T07:42Z,AOAD/M_T,AUST,275,BPA,0.0035,0,0,1994-01-01T00:00Z,INTERNAL
MAYG00MYT,4379104.6069,4418744.4751,-1401897.9428,-12.782,45.258,-15.947,TRIMBLE ALLOY,GPS+GLO+GAL+BDS+SBAS+IRNSS,2020-09-24T07:25Z,TRM59800.00,NONE,5316354663,BPA,3.0356,0,0,2013-11-21T12:00Z,INTERNAL
MBAR00UGA,5482951.3876,3260442.6429,-66519.8489,-0.601,30.738,1338.053,JAVAD TRE_3 DELTA,GPS+GLO+GAL+BDS+IRNSS,2021-08-02T20:00Z,ASH701945B_M,SCIS,CR519993001,BPA,0.0083,0,0,2001-03-20T00:00Z,INTERNAL
MCHL00AUS,-4857858.923,3018464.3659,-2814983.2231,-26.359,148.145,534.992,TRIMBLE ALLOY,GPS+BDS+GLO+QZSS+GAL,2021-05-19T06:00Z,TRM59800.00,NONE,4939353482,BPA,0,0,0,2016-04-04T00:00Z,INTERNAL
MCIL00JPN,-5227188.142,2551880.364,2607617.909,24.29,153.979,36.073,TRIMBLE ALLOY,GPS+GLO+GAL+QZSS,2021-11-11T00:00Z,TRM59800.80,SCIS,10404,BPA,0,0,0,2015-02-26T10:00Z,EXTERNAL RUBIDIUM
MCM400ATA,-1311703.172,310814.982,-6213255.16,-77.838,166.669,98.476,JAVAD TRE_G3TH DELTA,GPS+GLO+GAL+QZSS,2021-07-15T23:54Z,AOAD/M_T,JPLA,363,BPA,0.0814,0,0,2012-01-24T22:45Z,INTERNAL
MDO100USA,-1329998.797,-5328393.357,3236504.141,30.681,-104.015,2004.891,SEPT POLARX5,GPS+GLO+GAL+BDS,2021-02-02T22:20Z,JAVRINGANT_DM,SCIS,2134,BPA,0.6219,0,0,2019-09-26T13:24Z,INTERNAL
MDVJ00RUS,2845456.3,2160954.3,5265993.4,56.021,37.215,257.815,TPS NETG3,GPS+GLO,2019 p7,0,2019-04-04T09:15Z,JPSREGANT_DD_E1,NONE,RA0195,BPA,0.166,0,0
MEDI00ITA,4461400.894,919593.443,4449504.669,44.52,11.647,50.471,LEICA GR10,GPS+GLO+GAL+BDS+SBAS,2020-03-26T11:10Z,LEIAR20,LEIM,18345001,BAM,0,0,0,2018-10-17T11:30Z,EXTERNAL H-MASER
