#StationName,X,Y,Z,Latitude,Longitude,Height,ReceiverName,ReceiverSatelliteSystem,ReceiverDateInstalled,AntennaName,AntennaRadome,AntennaSerialNumber,AntennaARP,AntennaMarkerUp,AntennaMarkerNorth,AntennaMarkerEast,AntennaDateInstalled,ClockType
THU200GRL,538093.193,-1389088.13,6180979.36,76.537,-68.825,36.674,SEPT POLARX5,GPS+GLO+GAL+BDS+QZSS,2021-07-26T23:59Z,ASH701073.1,SCIS,G0111,BPA,0.1002,0,0,2000-11-17T18:00Z,INTERNAL
TID100AUS,-4460996.9496,2682557.084,-3674442.6322,-35.399,148.98,665.729,SEPT POLARX5,GPS+GLO+GAL+BDS+QZSS,2021-08-13T07:30Z,AOAD/M_T,NONE,402,BPA,0.0614,0,0,2016-08-04T01:00Z,EXTERNAL H-MASER
TIDB00AUS,-4460996.4047,2682557.0885,-3674443.393,-35.399,148.98,665.791,ASHTECH UZ-12,GPS,2010-07-05T00:00Z,AOAD/M_T,NONE,402,BPA,0.0614,0,0,2016-08-04T01:00Z,EXTERNAL H-MASER
TIT200DEU,3993787.1,450204.2,4936131.8,51.035,6.432,156.532,JAVAD TRE_3 DELTA,GPS+GLO+GAL+BDS+SBAS,2021-08-31T13:20Z,LEIAR25.R4,LEIT,725551,BPA,0.045,0,0,2019-11-13T10:15Z,INTERNAL
TIXI00RUS,-1264872.963,1569455.814,6031003.388,71.634,128.866,47.435,JPS EGGDT,GPS+GLO,2008,,2010-10-20T17:00Z,TPSCR3_GGD,NONE,263,BPA,0.0792,0,0
TLSE00FRA,4627851.899,119638.546,4372993.537,43.561,1.481,207.626,TRIMBLE NETR9,GPS+GLO+GAL+BDS+SBAS,2020-05-18T07:05Z,TRM59800.00,NONE,5129354206,BPA,1.053,0,0,2016-03-21T11:00Z,INTERNAL
TLSG00FRA,4628684.7869,119997.1258,4372110.3365,43.55,1.485,209.18,SEPT POLARX5TR,GPS+GLO+GAL+BDS+SBAS+IRNSS,2021-01-26T13:20Z,TRM59800.00,NONE,5111354062,BPA,0.441,0,0,2014-02-12T00:00Z,EXTERNAL CESIUM
TNML00TWN,-2982779.0389,4966662.6552,2658805.7381,24.798,120.987,76.269,TRIMBLE NETR9,GPS+GLO+GAL,2019-07-17T00:00Z,TRM115000.00,NONE,1440905709,BAM,1.577,0,0,2019-07-17T00:00Z,EXTERNAL RUBIDIUM
TONG00TON,-5930303.7231,-500147.2009,-2286366.2029,-21.145,-175.179,56.732,SEPT POLARX5,GPS+BDS+GLO+QZSS+GAL,2021-08-04T05:40Z,TRM59800.00,NONE,4844A59860,BPA,0.003,0,0,2017-01-09T00:00Z,INTERNAL
TOPL00BRA,4174345.6,-4690236.73,-1118921.27,-10.171,-48.331,256.929,TRIMBLE NETR9,GPS+GLO+GAL+BDS,2021-10-20T14:12Z,TRM115000.00,NONE,1551129606,BAM,0.008,0,0,2018-05-25T16:19Z,INTERNAL 
TORP00USA,-2517894.5535,-4670259.8838,3527827.6264,33.798,-118.331,-4.798,SEPT POLARX5,GPS+GLO+GAL+SBAS,2021-09-20T22:05Z,TWIVC6150,SCIS,VC6150L1910310004,BPA,0.1145,0,0,2021-09-21T22:00Z,INTERNAL
TOW200AUS,-5054583.3956,3275504.1093,-2091538.4702,-19.269,147.056,88.503,SEPT POLARX5,GPS+QZSS+GLO+GAL+BDS,2021-08-13T07:00Z,LEIAR25.R3,NONE,9310016,BPA,0.0033,0,0,2013-01-22T00:00Z,INTERNAL
TRAK00USA,-2480029.62,-4703110.48,3511298.77,33.618,-117.803,115.95,TPS NET-G3A,GPS+GLO,2019-04-02,TPSCR.G3,SCIT,383-1754,BPA,0.58,,,2011-05-25T23:48Z,INTERNAL
TRO100NOR,2102929,721619,5958196,69.663,18.94,138.415,TRIMBLE NETR9,GPS+GLO+GAL+BDS,2021-11-25T17:40Z,TRM59800.00,SCIS,5007353748,BPA,0,0,0,2010-07-26T16:52Z,EXTERNAL RUBIDIUM
TSK200JPN,-3957184.109,3310231.726,3737703.956,36.106,140.087,70.35,TRIMBLE ALLOY,GPS+GLO+GAL+QZSS,2021-09-14T11:00Z,TRM159900.00,NONE,5938338714,BPA,0,0,0,2021-05-26T04:45Z,EXTERNAL H-MASER
TSKB00JPN,-3957199.24,3310199.668,3737711.708,36.106,140.087,67.677,TRIMBLE ALLOY,GPS+GLO+QZSS,2021-09-14T11:00Z,AOAD/M_T,DOME,312,BPA,0,0,0,2017-05-17T08:20Z,EXTERNAL CESIUM
TUBI00TUR,4211318.522,2377865.759,4144664.456,40.787,29.451,222.255,TRIMBLE 5700,GPS,2019-04-01T11:36Z,TRM29659.00,UNAV,145524,BPA,1.426,0,0,1999-01-07T00:00Z,INTERNAL
TUVA00TUV,-6307543.7662,88454.3221,-939278.1193,-8.525,179.197,38.826,SEPT POLARX5,GPS+GAL+GLO+BDS+QZSS+SBAS+IRNSS,2021-09-24T06:15Z,JAVRINGANT_DM,NONE,688,BPA,0.0025,0,0,2017-11-09T04:57Z,INTERNAL
TWTF00TWN,-2994425.04,4951312.24,2674498.6,24.954,121.164,203.529,SEPT POLARX4TR,GPS+GLO+GAL+BDS+QZSS+SBAS,2020-10-06T02:00Z,ASH701945C_M,SCIS,CR620012101,BPA,0,0,0,2001-08-01,EXTERNAL STEERED H-MASER
UCAL00CAN,-1641945.2,-3664804.1,4940009.3,51.08,-114.134,1119.238,TRIMBLE NETR9,GPS+GLO+GAL+BDS+QZSS+SBAS,2021-09-29T12:00Z,TRM57971.00,NONE,5000112670,BAM,0.15,0,0,2013-08-21T05:00Z,INTERNAL
UCLP00USA,-2519007.2327,-4650672.3153,3552862.7886,34.069,-118.442,111.96,TPS NET-G3A,GPS+GLO,2019 p10,5,2019-03-27T21:03Z,TPSCR.G3,SCIS,383-1913,BPA,0.025,0,0
UCLU00CAN,-2440669.042,-3416437.062,4785136.849,48.926,-125.542,10.487,SEPT POLARX5,GPS+GLO+GAL+BDS,2021-03-29T00:00Z,SEPCHOKE_B3E6,SPKE,5132,BPA,0.0771,0,0,2018-03-22T01:04Z,INTERNAL CLOCK
UFPR00BRA,3763751.676,-4365113.8613,-2724404.579,-25.448,-49.231,926.179,TRIMBLE NETR9,GPS+GLO+GAL+BDS,2021-10-20T14:12Z,TRM115000.00,NONE,1551129613,BAM,0.1,0,0,2018-04-04T15:30Z,INTERNAL
ULAB00MNG,-1257408.9234,4099404.3974,4707992.6715,47.865,107.052,1576.101,JAVAD TRE_3,GPS+GLO+GAL+BDS+QZSS+IRNSS+SBAS,2021-06-23T09:12Z,JAVRINGANT_G5T,NONE,6090C,BAM,0.1206,0,0,2018-09-20T05:22Z,INTERNAL
ULDI00ZAF,4796680.9045,2930311.4777,-3005435.8146,-28.293,31.421,608.362,TRIMBLE NETR9,GPS+GLO,2018-02-10T10:00Z,ASH701941.B,SCIS,CRL1999100139,BPA,0,0,0,2000-02-29T00:00Z,INTERNAL 
UNB300CAN,1761288.2,-4078238.6,4561417.8,45.95,-66.642,23.32,TRIMBLE ALLOY,GPS+GLO+GAL+BDS+SBAS,2021-06-10T02:04Z,TRM57971.00,NONE,5311118062,BAM,0.3145,0,0,2012-06-01T14:30Z,INTERNAL
UNBD00CAN,1761305.9,-4078238.57,4561411.35,45.95,-66.641,23.545,JAVAD TRE_G2T DELTA,GPS+GAL+SBAS,2019-04-11T11:30Z,TRM55971.00,NONE,30217879,BAM,0,0,0,2013-08-08T14:00Z,INTERNAL
UNBJ00CAN,1761288.1,-4078238.6,4561417.7,45.95,-66.642,23.221,TPS LEGACY,GPS+GLO,2008,-90,2010-01-15T00:00Z,TRM57971.00,NONE,5311118062,BAM,0.3145,,
UNBN00CAN,1761288.2,-4078238.6,4561417.8,45.95,-66.642,23.32,NOV OEM6,GPS+GLO+SBAS,2018-01-19T15:13Z,TRM57971.00,NONE,5311118062,BAM,0.3145,0,0,2012-06-01T14:30Z,INTERNAL
UNSA00ARG,2412830.4245,-5271936.73,-2652209.0548,-24.727,-65.408,1258.213,SEPT ASTERX4,GPS+GLO+GAL+BDS+SBAS,2021-05-27T08:34Z,SEPCHOKE_B3E6,NONE,5470,BPA,0.13,0,0,2020-02-17T15:00Z,INTERNAL
UNX200AUS,-4644465.21,2549952.76,-3538929.46,-33.918,151.232,87.491,JAVAD TRE_G3TH DELTA,GPS+GLO+GAL+QZSS+IRNSS+SBAS,2017-09-05T09:30Z,LEIAR25.R3,LEIT,9330039,BPA,0,0,0,2013-11-22T00:00Z,INTERNAL
UNX300AUS,-4644465.21,2549952.76,-3538929.46,-33.918,151.232,87.491,SEPT POLARX4,GPS+GLO+GAL+BDS+QZSS+SBAS,2017-11-14T08:30Z,LEIAR25.R3,LEIT,9330039,BPA,0,0,0,2013-11-22T00:00Z,INTERNAL
URAL00RUS,1716013.966,3047281.697,5316302.551,56.838,60.615,278.057,TRIMBLE R9S,GPS+GLO+GAL+QZSS+SBAS,2021-07-07T00:00Z,CHCC220GR2,CHCD,2016040060,BPA,0.075,0,0,2016-12-16T00:00Z,INTERNAL
URUM00CHN,193030.2318,4606851.332,4393311.5615,43.808,87.601,859.352,JAVAD TRE_3,GPS+GLO+GAL+BDS+QZSS+IRNSS+SBAS,2021-06-23T09:16Z,JAVRINGANT_G5T,NONE,6070C,BAM,0.046,0,0,2017-11-01T09:00Z,INTERNAL
USCL00CHL,1762489.887,-5027632.74,-3496009.235,-33.45,-70.681,570.606,SEPT POLARX5,GPS+GLO+GAL+BDS+SBAS,2021-09-24T00:00Z,SEPCHOKE_B3E6,SPKE,5856,BPA,0.0343,0,0,2021-09-05T00:00Z,INTERNAL
USN700USA,1112162.138,-4842854.667,3985497.066,38.921,-77.066,59.346,SEPT POLARX5TR,GPS+GLO+GAL+BDS,2021-02-04T00:22Z,TPSCR.G5,TPSH,762-11615,BPA,0,0,0,2014-11-12T11:00Z,EXTERNAL H-MASER
USN800USA,1112162.138,-4842854.667,3985497.066,38.921,-77.066,59.346,SEPT POLARX5TR,GPS+GLO+GAL+BDS+SBAS,2019-04-03T07:50Z,TPSCR.G5,TPSH,762-11615,BPA,0,0,0,2014-11-12T11:00Z,EXTERNAL H-MASER
USN900USA,1112162.138,-4842854.667,3985497.066,38.921,-77.066,59.346,NOV OEM6,GPS+GLO+GAL+BDS+SBAS,2020-11-13T15:59Z,TPSCR.G5,TPSH,762-11615,BPA,0,0,0,2014-11-12T11:00Z,EXTERNAL H-MASER
USP100FJI,-6060627.2843,164379.897,-1974093.2186,-18.149,178.446,70.966,PANDA PD51A,GPS+GLO+GAL+BDS,2019-12-01T00:00Z,HXCCGX601A,HXCS,C1802000118,BAM,3.2,0,0,2019-12-01T00:00Z,INTERNAL
USUD00JPN,-3855263.0361,3427432.5571,3741020.2929,36.133,138.362,1509.039,SEPT POLARX5,GPS+GLO+GAL+BDS+QZSS,2021-01-28T01:31Z,AOAD/M_T,JPLA,121,BPA,-0.035,0,0,1993-07-20T00:00Z,EXTERNAL H-MASER
UTQI00USA,-1880399.9215,-813136.6979,6019921.5735,71.323,-156.615,12.565,JAVAD TR_G3TH,GPS+GLO+GAL,2021-06-23T10:55Z,JAV_GRANT-G3T,NONE,1721,BAM,0,0,0,2018-12-20T23:30Z,INTERNAL
UZHL00UKR,3907587.6652,1602428.5337,4763783.6858,48.632,22.298,232.475,NOV OEMV3,GPS+GLO,2013-11-12T07:48Z,NOV702GG,NONE,90006,BAM,0.0063,0,0,2013-11-12T07:48Z,INTERNAL
VACS00MUS,3215946.33,5047448.47,-2198719.6,-20.297,57.497,420.75,SEPT POLARX5,GPS+GLO+GAL+BDS+QZSS+IRNSS,2021-08-27T21:00Z,JAVRINGANT_DM,NONE,850,BPA,0.25,0,0,2018-06-21T00:00Z,INTERNAL
VALD00CAN,919075.83,-4167766.23,4724323.53,48.097,-77.564,313.205,TPS NET-G5,GPS+GLO,2018,5,2019-03-14T18:46Z,TPSCR.G3,NONE,383-0466,BPA,0.1,0,0
VILL00ESP,4849833.874,-335049.255,4116014.809,40.444,-3.952,647.835,SEPT POLARX5,GPS+GLO+GAL+BDS+SBAS,2021-01-19T12:00Z,SEPCHOKE_B3E6,NONE,5674,BPA,0.0937,0,0,2020-01-07T12:30Z,EXTERNAL CESIUM
VIS000SWE,3246470.561,1077900.313,5365277.902,57.654,18.367,80.218,SEPT POLARX5,GPS+GLO+GAL+BDS+SBAS,2019-09-26T08:00Z,AOAD/M_T,OSOD,253,BPA,0.071,0,0,1996-11-08,INTERNAL
VNDP00USA,-2678090.1164,-4525437.3954,3597431.7369,34.556,-120.616,-11.085,SEPT POLARX5,GPS+GLO+GAL+BDS+QZSS+SBAS,2021-12-03T00:35Z,TRM59800.00,SCIS,4925353344,BPA,1.748,0,0,2015-07-27T22:00Z,INTERNAL
VOIM00MDG,4054014.146,4316070.229,-2365224.017,-21.906,46.793,1163.786,JAVAD TR_G3TH,GPS+GLO+GAL,2021-06-23T12:43Z,JAV_RINGANT_G3T,NONE,338,BAM,0.13,0,0,2013-05-01T00:00Z,INTERNAL
WAB200CHE,4327318,566956,4636426,46.924,7.464,611.544,SEPT POLARX5TR,GPS+GAL,2020-03-03T11:13Z,SEPCHOKE_B3E6,SPKE,5168,BPA,1.3327,0,0,2017-09-15T00:00Z,EXTERNAL UTC(CH) Master Clock
WARK00NZL,-5115333.2299,477886.9079,-3767147.473,-36.434,174.663,111.71,TRIMBLE ALLOY,GPS+GLO+GAL+BDS+QZSS,2020-09-22T10:07Z,TRM115000.00,NONE,1551016808,BAM,0.002,0,0,2019-09-26T01:03Z,EXTERNAL H-MASER
WARN00DEU,3658785.6,784471.1,5147870.7,54.17,12.101,51.174,JAVAD TRE_3 DELTA,GPS+GLO+GAL+BDS+SBAS,2021-08-31T11:35Z,LEIAR25.R4,LEIT,725559,BPA,0.069,0,0,2019-05-13T11:00Z,INTERNAL
WDC500USA,1112158.868,-4842855.614,3985496.946,38.921,-77.066,59.419,NOV OEM6,GPS,2021-10-22T00:00Z,TPSCR.G5,TPSH,762-11833,BPA,0,0,0,2015-08-28T00:00Z,EXTERNAL H-MASER
WDC600USA,1112158.868,-4842855.614,3985496.946,38.921,-77.066,59.419,NOV OEM6,GPS,2021-10-22T00:00Z,TPSCR.G5,TPSH,762-11833,BPA,0,0,0,2015-08-28T00:00Z,EXTERNAL H-MASER
WES200USA,1492233.247,-4458089.489,4296046.035,42.613,-71.493,85.439,TRIMBLE ALLOY,GPS+GLO+GAL,2021-11-29T20:41Z,TWIVC6150,SCIS,202109220004,BPA,0,0,0,2021-10-28T18:00Z,EXTERNAL H-MASER
WGTN00NZL,-4777269.46,434270.155,-4189484.491,-41.323,174.806,26.486,TRIMBLE ALLOY,GPS+GLO+GAL+BDS+QZSS,2020-09-22T09:39Z,TRM115000.00,NONE,1551016811,BAM,0.055,0,0,2020-02-14T01:16Z,INTERNAL
WHC100USA,-2488199.3244,-4673487.1517,3544649.2637,33.98,-118.031,94.665,TPS NET-G3A,GPS+GLO,2019 p10,5,2019-03-27T21:26Z,TPSCR.G3,SCIS,383-1860,BPA,0,0,0
WHIT00CAN,-2218337.85,-2201205.06,5543057.57,60.751,-135.222,1427.808,SEPT POLARX5,GPS+GLO+GAL,2021-06-22T18:13Z,AOAD/M_T,NONE,289,BPA,0.1,0,0,2011-06-28T18:03Z,INTERNAL
WIDC00USA,-2354850.17,-4745524.01,3540693.1,33.935,-116.392,445.462,TRIMBLE NETR9,GPS+GLO+SBAS,2021-02-25T00:00Z,TRM57971.00,NONE,5000115156,BAM,0.0083,0,0,2013-11-19T21:10Z,INTERNAL
WILL00CAN,-2084258.016,-3313872.98,5019853.081,52.237,-122.168,1096.093,SEPT POLARX5,GPS+GLO+GAL+BDS,2021-08-31T23:13Z,SEPCHOKE_B3E6,SPKE,5146,BPA,0.0771,0,0,2021-08-31T23:13Z,INTERNAL
WIND00NAM,5633708.7802,1732017.696,-2433985.8026,-22.575,17.089,1735.083,JAVAD TRE_3,GPS+GLO+GAL+BDS+IRNSS+SBAS,2021-06-23T09:19Z,JAVRINGANT_G5T,NONE,3374C,BAM,0.1206,0,0,2021-03-04T14:00Z,INTERNAL
WLSN00USA,-2483640.9494,-4660072.8425,3568172.1952,34.226,-118.056,1705.679,TPS NET-G3A,GPS+GLO,2019 p10,5,2019-03-27T21:45Z,TPSCR.G3,NONE,383-1875,BPA,0.061,0,0
WROC00POL,3835751,1177249,4941605,51.113,17.062,180.697,LEICA GR50,GPS+GLO+GAL+BDS+QZSS+SBAS,2021-08-13T10:54Z,LEIAR25.R4,LEIT,725270,BPA,0,0,0,2012-10-22T11:01Z,INTERNAL
WSRT00NLD,3828739,443305,5064887,52.915,6.605,86.424,SEPT POLARX5,GPS+GLO+GAL+BDS+QZSS+IRNSS+SBAS,2020-02-18T19:15Z,AOAD/M_T,DUTD,273,BPA,0.3888,0,0,1998-03-17T15:09Z,INTERNAL
WTZ300DEU,4075535.3,931822.185,4801608.915,49.145,12.879,663.837,JAVAD TRE_G3TH DELTA,GPS+GLO+GAL+SBAS,2019-04-11T10:00Z,LEIAR25.R3,LEIT,10020020,BPA,0.056,0,0,2010-06-30T13:30Z,EXTERNAL H-MASER EFOS 39
WTZA00DEU,4075578.494,931852.658,4801569.946,49.144,12.879,666.35,SEPT POLARX2,GPS,2017-08-03T14:50Z,ASH700936C_M,SNOW,12118,BPA,0.045,0,0,2021-06-08T09:30Z,EXTERNAL CESIUM
WTZR00DEU,4075580.685,931853.66,4801568.054,49.144,12.879,666.462,LEICA GR50,GPS+GLO+GAL+BDS+IRNSS+SBAS,2021-05-18T12:30Z,LEIAR25.R3,LEIT,10020031,BPA,0.071,0,0,2010-06-30T08:00Z,EXTERNAL H-MASER EFOS 18
WTZS00DEU,4075535.3,931822.185,4801608.915,49.145,12.879,663.837,SEPT POLARX5TR,GPS+GLO+GAL+BDS+IRNSS+SBAS,2021-09-21T13:00Z,LEIAR25.R3,LEIT,10020020,BPA,0.056,0,0,2021-09-21T13:00Z,EXTERNAL CESIUM
WTZZ00DEU,4075579.269,931853.281,4801569.136,49.144,12.879,666.322,JAVAD TRE_3 DELTA,GPS+GLO+GAL+BDS+SBAS,2021-09-01T12:00Z,LEIAR25.R3,LEIT,10240011,BPA,0.284,0,0,2015-07-13T10:00Z,EXTERNAL H-MASER EFOS 18
WUH200CHN,-2267749,5009154,3221290,30.532,114.357,25.541,JAVAD TRE_3,GPS+GLO+GAL+BDS+QZSS+IRNSS+SBAS,2021-11-25T06:18Z,JAVRINGANT_G5T,NONE,3354C,BAM,0.1206,0,0,2018-11-02T06:00Z,INTERNAL
WUHN00CHN,-2267750.266,5009156.142,3221291.898,30.532,114.357,28.635,TRIMBLE NETR9,GPS+GLO+BDS,2018-05-05T00:00Z,TRM59800.00C,ENCL,4917353043,BPA,2.3612,-0.0094,-0.0022,2016-09-21T01:40Z,EXTERNAL RUBIDIUM CLOCK STEERED BY GPS
XMIS00AUS,-1696344.7528,6039590.0108,-1149275.0817,-10.45,105.689,261.917,TRIMBLE NETR9,QZSS+GPS+GLO+GAL+BDS,2020-04-03T05:50Z,JAVRINGANT_DM,NONE,955,BPA,0.0005,0,0,2017-04-10T00:00Z,INTERNAL
YAKT00RUS,-1914998.836,2308241.52,5610225.578,62.031,129.68,103.813,JAVAD TRE_3N DELTA,GPS+GLO,2017,,2019-04-09T10:00Z,ASH701933B_M,SCIS,CRN1999100160,BPA,0.081,,
YAR200AUS,-2389026.612,5043317.0539,-3078529.5552,-29.047,115.347,241.685,TRIMBLE ALLOY,GPS+GLO+QZSS+GAL+IRNSS+BDS,2020-08-07T08:00Z,AOAD/M_T,NONE,371,BPA,0.0814,0,0,2015-02-19T00:00Z,INTERNAL
YAR300AUS,-2389043.7677,5043313.5822,-3078524.39,-29.046,115.347,242.855,SEPT POLARX5,QZSS+GPS+GLO+GAL+BDS,2021-08-13T07:52Z,LEIAR25,NONE,8360001,BPA,0.004,0,0,2008-12-05T00:00Z,INTERNAL
YARR00AUS,-2389025.5745,5043315.5343,-3078532.9739,-29.047,115.347,241.756,SEPT POLARX5,GPS+GLO+GAL+BDS+QZSS+IRNSS,2021-08-11T04:58Z,LEIAT504,NONE,103314,BPA,0.0045,0,0,2007-10-04T03:00Z,INTERNAL
YEBE00ESP,4848724.95,-261632.509,4123093.952,40.525,-3.089,973.249,LEICA GR50,GPS+GLO+GAL+BDS,2021-06-02T12:00Z,LEIAR20,LEIM,23349016,BAM,0.06,0,0,2021-11-18T13:20Z,EXTERNAL H-MASER
YEL200CAN,-1224441.9824,-2689174.6494,5633660.3762,62.481,-114.481,181.452,SEPT POLARX5TR,GPS+GLO+GAL+BDS+SBAS,2021-01-26T12:20Z,LEIAR25.R4,NONE,10231042,BPA,0.05,0,0,2013-07-19T10:15Z,EXTERNAL VCH-1008 MASER
YELL00CAN,-1224452.4,-2689216,5633638.2,62.481,-114.481,181.168,JAVAD TRE_3N DELTA,GPS+GLO+GAL,2019,5,2019-03-01T14:18Z,AOAD/M_T,NONE,527,BPA,0.1,0,0
YIBL00OMN,3294552.811,4905092.434,2393579.637,22.186,56.112,95.529,TRIMBLE NETR9,GPS,2014-01-19T12:20Z,ASH701945C_M,NONE,4812CR62001,BPA,0,0,0,2003-07-11T00:00Z,INTERNAL
YKRO00CIV,6306439.897,-578380.783,757956.481,6.871,-5.24,270.584,JAVAD TRE_3 DELTA,GPS+GLO+GAL+BDS,2021-08-12T17:17Z,ASH701945C_M,NONE,CR620012801,BPA,0.0455,0,0,2008-09-30T00:00Z,INTERNAL
YONS00KOR,-3047506.741,4043980.58,3865243.01,37.541,127.001,97.27,TRIMBLE ALLOY,GPS+GLO+GAL,2020-07-06T06:00Z,TRM159900.00,SCIS,5007338036,BPA,0,0,0,2020-07-06T06:00Z,INTERNAL
YSSK00RUS,-3465320.847,2638269.382,4644085.485,47.03,142.717,91.719,JAVAD TRE_3N DELTA,GPS+GLO,2017,,2019-03-05T01:00Z,ASH701933B_M,DOME,CRN1999040133,BPA,0.0798,,
ZAMB00ZMB,5415353.011,2917209.914,-1685888.865,-15.426,28.311,1325.318,JAVAD TRE_3 DELTA,GPS+GLO+GAL+BDS,2021-07-22T18:59Z,AOAD/M_T,NONE,372,BPA,0.054,0,0,2002-03-28T00:00Z,INTERNAL
ZECK00RUS,3451175.15,3060335.95,4391955.97,43.788,41.565,1167.416,JAVAD TRE_3 DELTA,GPS+GLO+GAL,2020,0,2021-01-22T09:00Z,JAVRINGANT_DM,JVDM,314,BPA,0.045,0,0
ZIM200CHE,4331300.16,567537.081,4633133.51,46.877,7.465,956.881,TRIMBLE NETR9,GPS+GLO+GAL+BDS,2020-06-08T06:30Z,TRM59800.00,NONE,60369,BPA,0,0,0,2013-10-10T12:00Z,INTERNAL
ZIM300CHE,4331300.16,567537.081,4633133.51,46.877,7.465,956.881,TRIMBLE NETR9,GPS+GLO+GAL+BDS+QZSS+SBAS,2020-06-05T06:30Z,TRM59800.00,NONE,60369,BPA,0,0,0,2013-10-10T12:00Z,EXTERNAL H-MASER
ZIMM00CHE,4331297.348,567555.639,4633133.728,46.877,7.465,956.782,TRIMBLE NETR9,GPS,2020-06-08T07:15Z,TRM29659.00,NONE,99390,BPA,0,0,0,1999-07-02,INTERNAL
